,0
0,-0.03812053624136326
1,0.025037657339946895
2,-0.018889237935082397
3,0.00022385154134017956
4,-0.0877719764469592
5,-0.07823840099937748
6,0.0072913538262870965
7,-0.017974078662212352
8,-0.10842129474442659
9,0.03842151027353534
10,-0.050773178194833554
11,0.004597408566043415
12,0.004148145186358548
13,0.008468564852311634
14,-0.04499447638508933
15,0.006712296683063524
16,0.0017766581475632246
17,8.15017544927073e-05
18,-0.05937595248983997
19,0.07525401007049473
20,-0.04700802255430118
21,0.0227217162718151
22,0.007995141452415162
23,0.03194045796847214
24,-0.0064872207823234865
25,-0.020699188765229675
26,-0.05315314886619595
27,-0.004576510911296067
28,-0.03563262862968212
29,0.01838442311613023
30,0.00855922127982639
31,-0.001943762701438965
32,0.16193367679462445
33,0.010842471977666813
34,0.007833636397362186
35,-0.054117143746061205
36,0.02981209408404393
37,0.0007532547404078374
38,0.018255685061621504
39,0.06559824237197763
40,0.018003971550328304
41,-0.003785637480365458
42,0.010461973693187368
43,0.004545521748472649
44,-0.018044085824953822
45,0.004306364391621579
46,0.11539277420034129
47,-0.01836631903341821
48,-0.026879959118813742
49,-0.011748702455899242
50,0.04636730388637175
51,0.03757221866509594
52,0.01995291652292474
53,0.10906514730701872
54,0.007927673408746875
55,0.011599429640140579
56,0.05676424714285467
57,0.0048447798223019214
58,0.0027133007277915654
59,0.05737951111895024
60,0.020187705112456905
61,-0.05435456302021351
62,-0.16226897808679083
63,0.023128354065234523
64,0.024162505668138438
65,-0.01607418290206417
66,0.006799092878899081
67,0.09099373362887851
68,-0.060659122331901606
69,-0.03547661462241045
70,0.005263552744336193
71,0.003285887530824458
72,0.04126896162368659
73,0.0007070864662392897
74,-0.0012508210432801885
75,0.003946018396459096
76,-0.02373022265125211
77,-0.026930580768470058
78,-0.003848677347375013
79,-0.005115958145804448
80,0.034222533952721554
81,-0.003228057205350525
82,0.003809947419364409
83,0.037999408605892175
84,0.008103012965111836
85,0.009306643240153296
86,-0.004430092372462752
87,0.0034903928359131075
88,0.017869852445221664
89,0.0012343536044375335
90,0.03650253103489005
91,-0.028528950979294185
92,-0.06193812164353375
93,0.06018381394004378
94,0.07261624737370533
95,-0.006785854129313359
96,-0.0304682394436856
97,0.05155307821612746
98,-0.04481652078407848
99,0.028312828015757765
100,-0.0039201620430320185
101,0.05398942343301968
102,-0.008951607054103188
103,-0.0068803483150187
104,-0.0018018538775935822
105,-0.0043731370273151745
106,-0.003851618095128094
107,0.019266525730065667
108,-0.14118953858981687
109,0.05382217407700583
110,-0.0006994830547177922
111,-0.0904512755356407
112,-0.06621090189895491
113,0.002363984329458952
114,0.04111007704462042
115,0.04530489268081893
116,0.016200536160402852
117,-0.062178781109561806
118,-0.014857890043319784
119,0.0006466451433711413
120,-0.009035479389682978
121,0.053808801906016904
122,-0.06214966439532736
123,0.03802336654693311
124,-0.01769891796952027
125,-0.004752341220344409
126,0.0076685363677019575
127,0.014661843529984814
128,-0.000270987304184385
129,0.016293814503449626
130,-0.005994976533836788
131,-0.040632013324622095
132,0.002214301826629969
133,-0.039738724418490856
134,-0.03760702335819882
135,-0.007674410984074595
136,0.08846975298475222
137,0.004967390279798379
138,0.011269115221767257
139,-0.0042121457640704706
140,0.019221685085564624
141,0.006750594726882898
142,-0.006826747625927779
143,-0.03582679592416004
144,0.0058136561016480385
145,0.06777485211518015
146,0.00540292926207511
147,0.012228709688339388
148,-0.01392186232412098
149,-0.09247319808150614
150,0.009412831856143528
151,0.07425058534206694
152,0.0010315974052542217
153,-0.030187661369559693
154,0.06771158333086662
155,-0.014855127048861777
156,-0.013307435929266335
157,0.026364594046231496
158,0.011183183348554941
159,0.07222768823861817
160,0.006837876480596832
161,-0.016821311839229327
162,0.00014098230170533067
163,0.0017739081899514637
164,-0.0037298382568591816
165,-0.01706616682722749
166,0.007650460266376929
167,-0.018956552259068855
168,-0.015455901386962354
169,-0.006617861745626347
170,0.002848856712744869
171,-0.016555003460531723
172,0.016192535109130834
173,0.0006258936982718698
174,0.006226964478243575
175,-0.17396865604270875
176,0.0049477318204325564
177,0.006148618217992649
178,0.018918804385821997
179,-0.0022948087729689898
180,0.07986814904527866
181,-0.01420913774220877
182,0.017008339693055062
183,0.020388304793886886
184,0.006901704429347499
185,-2.456204915276457e-05
186,-0.009279967900224208
187,-0.03982592750529069
188,0.04804073865024495
189,0.008945955873414534
190,0.06482949406971321
191,-0.006916588385867497
192,0.015115518936232076
193,-0.03814787863755869
194,0.01819416474917081
195,-0.023825512047820435
196,-0.0053432509123643385
197,-0.044868608843578066
198,0.0007939365694529916
199,-0.018615403790363548
200,0.0551725697813812
201,0.030181424128988887
202,0.0014299096018102855
203,0.059260226839611733
204,-0.02781192624242599
205,-0.0059752740663076235
206,-0.04488679844565767
207,-0.08613638204635309
208,-0.00014498374079273863
209,0.0005962820356567376
210,0.001111654840970478
211,-0.0018685759930214972
212,5.7467055361299973e-05
213,0.0019730800132042666
214,-0.0033678371733311366
215,0.0020085924439208497
216,0.012632004200222698
217,0.03747026422938908
218,-0.03927724388502922
219,-0.050816332350488394
220,0.00645323263312639
221,0.023135446585820483
222,0.009254684345670413
223,-0.004641180355074813
224,-0.0571501479572779
225,0.009120035373269764
226,0.008226012175103407
227,-0.03860812792491257
228,0.035299674445679566
229,-0.048812481153608915
230,-0.03995251727768989
231,0.028624113302237655
232,0.0018791851621229399
233,0.0014458610582412717
234,0.0017248056575228914
235,0.01200174975833294
236,-0.00047325843102621824
237,-0.02547511818829192
238,0.058436799404884915
239,4.2953725983888654e-05
240,0.023708389682473945
241,0.0025335302922277324
242,0.03733804114290377
243,-0.03379239311408604
244,-0.04529939303535425
245,0.0052495351560636755
246,0.000219339025507384
247,-0.08705801797126908
248,-0.009090778700560723
249,-0.0039250463879543975
250,-0.010193720983774095
251,-0.02135378656119226
252,0.0005912530629331651
253,0.0527338940691056
254,-0.006351620604709308
255,0.006996746497620027
256,-0.005849123546775962
257,-0.006030435593740745
